Quarter,State,Total_Crashes,Num_Injured,Num_Killed,Total_Vehicles_Involved,SPV,DAD,PWR,FTQ,Other_Factors,Year,Quarter_num,fatality_rate,injury_rate,year,period
Q3 2023,Cross River,18,25,12,21.0,10.0,0.0,0.0,0.0,11.0,2023.0,3.0,0.667,1.389,,
Q3 2023,Delta,30,63,15,42.0,17.0,0.0,0.0,0.0,25.0,2023.0,3.0,0.5,2.1,,
Q3 2023,Ebonyi,19,39,10,18.0,12.0,0.0,0.0,0.0,6.0,2023.0,3.0,0.526,2.053,,
Q3 2023,Edo,33,79,16,61.0,40.0,0.0,0.0,0.0,21.0,2023.0,3.0,0.485,2.394,,
Q3 2023,Ekiti,29,53,23,50.0,28.0,1.0,0.0,0.0,21.0,2023.0,3.0,0.793,1.828,,
Q3 2023,Enugu,32,96,31,36.0,18.0,0.0,0.0,0.0,18.0,2023.0,3.0,0.969,3.0,,
Q3 2023,Fct,349,607,82,511.0,278.0,2.0,1.0,1.0,229.0,2023.0,3.0,0.235,1.739,,
Q3 2023,Gombe,40,140,11,40.0,17.0,0.0,0.0,0.0,23.0,2023.0,3.0,0.275,3.5,,
Q3 2023,Imo,20,107,10,20.0,9.0,0.0,0.0,0.0,11.0,2023.0,3.0,0.5,5.35,,
Q3 2023,Jigawa,64,217,21,120.0,89.0,0.0,1.0,0.0,30.0,2023.0,3.0,0.328,3.391,,
Q3 2023,Kaduna,117,481,82,115.0,71.0,0.0,0.0,4.0,40.0,2023.0,3.0,0.701,4.111,,
Q3 2023,Kano,43,132,24,52.0,25.0,0.0,0.0,0.0,27.0,2023.0,3.0,0.558,3.07,,
Q3 2023,Katsina,18,78,13,33.0,17.0,0.0,1.0,0.0,15.0,2023.0,3.0,0.722,4.333,,
Q3 2023,Kebbi,10,14,0,10.0,10.0,0.0,0.0,0.0,0.0,2023.0,3.0,0.0,1.4,,
Q3 2023,Kogi,96,355,52,112.0,21.0,0.0,0.0,0.0,91.0,2023.0,3.0,0.542,3.698,,
Q3 2023,Kwara,73,222,51,110.0,30.0,0.0,0.0,0.0,80.0,2023.0,3.0,0.699,3.041,,
Q3 2023,Lagos,106,164,34,110.0,56.0,1.0,0.0,0.0,53.0,2023.0,3.0,0.321,1.547,,
Q3 2023,Nasarawa,162,411,37,220.0,113.0,1.0,1.0,0.0,105.0,2023.0,3.0,0.228,2.537,,
Q3 2023,Niger,101,382,56,138.0,98.0,1.0,0.0,2.0,37.0,2023.0,3.0,0.554,3.782,,
Q3 2023,Ogun,212,584,82,396.0,262.0,0.0,0.0,0.0,134.0,2023.0,3.0,0.387,2.755,,
Q3 2023,Ondo,68,161,44,102.0,68.0,0.0,0.0,4.0,30.0,2023.0,3.0,0.647,2.368,,
Q3 2023,Osun,67,239,41,95.0,59.0,0.0,0.0,0.0,36.0,2023.0,3.0,0.612,3.567,,
Q3 2023,Oyo,118,332,45,160.0,106.0,0.0,0.0,0.0,54.0,2023.0,3.0,0.381,2.814,,
Q3 2023,Plateau,44,100,4,50.0,32.0,0.0,0.0,0.0,18.0,2023.0,3.0,0.091,2.273,,
Q3 2023,Rivers,13,49,3,21.0,11.0,0.0,0.0,0.0,10.0,2023.0,3.0,0.231,3.769,,
Q3 2023,Sokoto,15,36,11,24.0,14.0,0.0,0.0,0.0,10.0,2023.0,3.0,0.733,2.4,,
Q3 2023,Taraba,24,79,0,28.0,8.0,0.0,0.0,0.0,20.0,2023.0,3.0,0.0,3.292,,
Q3 2023,Yobe,28,93,12,33.0,11.0,0.0,0.0,0.0,22.0,2023.0,3.0,0.429,3.321,,
Q3 2023,Zamfara,10,38,1,13.0,8.0,0.0,0.0,0.0,5.0,2023.0,3.0,0.1,3.8,,
Q4 2023,Abia,26,159,14,31.0,13.0,1.0,0.0,0.0,17.0,2023.0,4.0,0.538,6.115,,
Q4 2023,Adamawa,42,153,11,57.0,34.0,0.0,0.0,0.0,23.0,2023.0,4.0,0.262,3.643,,
Q4 2023,Akwa Ibom,12,24,15,15.0,8.0,0.0,1.0,0.0,6.0,2023.0,4.0,1.25,2.0,,
Q4 2023,Anambra,32,71,9,36.0,11.0,0.0,0.0,0.0,25.0,2023.0,4.0,0.281,2.219,,
Q4 2023,Bauchi,83,361,46,136.0,55.0,0.0,0.0,2.0,79.0,2023.0,4.0,0.554,4.349,,
Q4 2023,Bayelsa,3,14,0,4.0,0.0,0.0,0.0,0.0,4.0,2023.0,4.0,0.0,4.667,,
Q4 2023,Benue,42,114,23,42.0,27.0,0.0,0.0,0.0,15.0,2023.0,4.0,0.548,2.714,,
Q4 2023,Borno,19,210,5,32.0,4.0,0.0,0.0,0.0,28.0,2023.0,4.0,0.263,11.053,,
Q4 2023,Cross River,26,42,16,28.0,15.0,0.0,0.0,0.0,13.0,2023.0,4.0,0.615,1.615,,
Q4 2023,Delta,38,123,29,41.0,20.0,0.0,0.0,1.0,20.0,2023.0,4.0,0.763,3.237,,
Q4 2023,Ebonyi,25,72,11,28.0,15.0,0.0,0.0,0.0,13.0,2023.0,4.0,0.44,2.88,,
Q4 2023,Edo,46,102,16,67.0,38.0,0.0,0.0,0.0,29.0,2023.0,4.0,0.348,2.217,,
Q4 2023,Ekiti,24,37,2,42.0,30.0,1.0,0.0,0.0,11.0,2023.0,4.0,0.083,1.542,,
Q4 2023,Enugu,42,193,16,52.0,31.0,0.0,0.0,0.0,21.0,2023.0,4.0,0.381,4.595,,
Q4 2023,Fct,296,548,69,382.0,258.0,0.0,0.0,1.0,123.0,2023.0,4.0,0.233,1.851,,
Q4 2023,Gombe,118,464,29,100.0,57.0,0.0,0.0,0.0,43.0,2023.0,4.0,0.246,3.932,,
Q4 2023,Imo,29,72,24,33.0,17.0,3.0,1.0,0.0,12.0,2023.0,4.0,0.828,2.483,,
Q4 2023,Jigawa,114,460,36,211.0,160.0,0.0,0.0,3.0,48.0,2023.0,4.0,0.316,4.035,,
Q4 2023,Kaduna,209,889,150,218.0,118.0,1.0,0.0,9.0,90.0,2023.0,4.0,0.718,4.254,,
Q4 2023,Kano,59,265,62,77.0,54.0,0.0,0.0,0.0,23.0,2023.0,4.0,1.051,4.492,,
Q4 2023,Katsina,40,207,45,49.0,30.0,0.0,0.0,0.0,19.0,2023.0,4.0,1.125,5.175,,
Q4 2023,Kebbi,50,219,40,52.0,46.0,0.0,0.0,0.0,6.0,2023.0,4.0,0.8,4.38,,
Q4 2023,Kogi,107,355,65,128.0,67.0,0.0,0.0,0.0,61.0,2023.0,4.0,0.607,3.318,,
Q4 2023,Kwara,75,316,57,110.0,47.0,0.0,0.0,2.0,61.0,2023.0,4.0,0.76,4.213,,
Q4 2023,Lagos,101,127,17,102.0,65.0,0.0,0.0,1.0,36.0,2023.0,4.0,0.168,1.257,,
Q4 2023,Nasarawa,212,555,32,268.0,148.0,2.0,2.0,0.0,116.0,2023.0,4.0,0.151,2.618,,
Q4 2023,Niger,99,649,97,134.0,108.0,0.0,0.0,2.0,24.0,2023.0,4.0,0.98,6.556,,
Q4 2023,Ogun,202,521,102,380.0,265.0,0.0,0.0,0.0,115.0,2023.0,4.0,0.505,2.579,,
Q4 2023,Ondo,100,264,54,135.0,81.0,0.0,1.0,3.0,50.0,2023.0,4.0,0.54,2.64,,
Q4 2023,Osun,96,287,47,146.0,84.0,0.0,4.0,2.0,56.0,2023.0,4.0,0.49,2.99,,
Q4 2023,Oyo,127,372,78,194.0,122.0,0.0,0.0,3.0,69.0,2023.0,4.0,0.614,2.929,,
Q4 2023,Plateau,74,244,28,78.0,39.0,0.0,0.0,2.0,37.0,2023.0,4.0,0.378,3.297,,
Q4 2023,Rivers,16,28,3,17.0,10.0,0.0,0.0,0.0,7.0,2023.0,4.0,0.188,1.75,,
Q4 2023,Sokoto,25,110,13,26.0,12.0,0.0,0.0,0.0,14.0,2023.0,4.0,0.52,4.4,,
Q4 2023,Taraba,43,113,13,41.0,13.0,0.0,0.0,0.0,28.0,2023.0,4.0,0.302,2.628,,
Q4 2023,Yobe,50,340,31,72.0,26.0,0.0,0.0,0.0,46.0,2023.0,4.0,0.62,6.8,,
Q4 2023,Zamfara,15,36,18,21.0,17.0,0.0,0.0,0.0,4.0,2023.0,4.0,1.2,2.4,,
Q1 2024,Abia,19,45,5,17.0,6.0,0.0,0.0,0.0,11.0,2024.0,1.0,0.263,2.368,,
Q1 2024,Adamawa,29,163,27,42.0,29.0,0.0,0.0,0.0,13.0,2024.0,1.0,0.931,5.621,,
Q1 2024,Akwa Ibom,10,23,5,13.0,5.0,0.0,0.0,0.0,8.0,2024.0,1.0,0.5,2.3,,
Q1 2024,Anambra,31,73,13,36.0,17.0,0.0,0.0,2.0,17.0,2024.0,1.0,0.419,2.355,,
Q1 2024,Bauchi,99,442,45,124.0,67.0,0.0,0.0,1.0,56.0,2024.0,1.0,0.455,4.465,,
Q1 2024,Bayelsa,13,26,5,21.0,13.0,0.0,0.0,0.0,8.0,2024.0,1.0,0.385,2.0,,
Q1 2024,Benue,83,317,49,101.0,62.0,2.0,0.0,0.0,37.0,2024.0,1.0,0.59,3.819,,
Q1 2024,Borno,26,173,3,42.0,19.0,0.0,0.0,0.0,23.0,2024.0,1.0,0.115,6.654,,
Q1 2024,Cross River,32,112,15,38.0,25.0,0.0,0.0,0.0,13.0,2024.0,1.0,0.469,3.5,,
Q1 2024,Delta,31,76,18,44.0,26.0,0.0,0.0,0.0,18.0,2024.0,1.0,0.581,2.452,,
Q1 2024,Ebonyi,43,60,19,35.0,22.0,0.0,0.0,0.0,13.0,2024.0,1.0,0.442,1.395,,
Q1 2024,Edo,61,159,39,73.0,46.0,0.0,0.0,2.0,25.0,2024.0,1.0,0.639,2.607,,
Q1 2024,Ekiti,24,55,9,33.0,27.0,2.0,0.0,0.0,4.0,2024.0,1.0,0.375,2.292,,
Q1 2024,Enugu,44,164,24,50.0,39.0,0.0,0.0,0.0,11.0,2024.0,1.0,0.545,3.727,,
Q1 2024,Fct,273,504,62,368.0,280.0,0.0,0.0,2.0,86.0,2024.0,1.0,0.227,1.846,,
Q1 2024,Gombe,88,349,44,88.0,46.0,0.0,0.0,0.0,42.0,2024.0,1.0,0.5,3.966,,
Q1 2024,Imo,34,134,36,28.0,25.0,0.0,0.0,0.0,3.0,2024.0,1.0,1.059,3.941,,
Q1 2024,Jigawa,95,308,41,155.0,104.0,0.0,0.0,1.0,50.0,2024.0,1.0,0.432,3.242,,
Q1 2024,Kaduna,180,828,171,181.0,96.0,1.0,0.0,6.0,78.0,2024.0,1.0,0.95,4.6,,
Q1 2024,Kano,54,236,30,66.0,44.0,0.0,0.0,0.0,22.0,2024.0,1.0,0.556,4.37,,
Q1 2024,Katsina,35,133,38,50.0,33.0,0.0,0.0,0.0,17.0,2024.0,1.0,1.086,3.8,,
Q1 2024,Kebbi,33,250,41,34.0,29.0,0.0,0.0,0.0,5.0,2024.0,1.0,1.242,7.576,,
Q1 2024,Kogi,121,500,83,193.0,126.0,1.0,0.0,1.0,65.0,2024.0,1.0,0.686,4.132,,
Q1 2024,Kwara,74,300,70,109.0,63.0,0.0,0.0,0.0,46.0,2024.0,1.0,0.946,4.054,,
Q1 2024,Lagos,113,165,18,111.0,71.0,1.0,0.0,0.0,39.0,2024.0,1.0,0.159,1.46,,
Q1 2024,Nasarawa,169,438,41,242.0,167.0,2.0,1.0,0.0,72.0,2024.0,1.0,0.243,2.592,,
Q1 2024,Niger,127,433,119,182.0,140.0,0.0,2.0,3.0,37.0,2024.0,1.0,0.937,3.409,,
Q1 2024,Ogun,200,542,98,365.0,261.0,0.0,0.0,0.0,104.0,2024.0,1.0,0.49,2.71,,
Q1 2024,Ondo,84,245,35,146.0,80.0,0.0,0.0,1.0,65.0,2024.0,1.0,0.417,2.917,,
Q1 2024,Osun,100,376,96,123.0,71.0,0.0,0.0,1.0,51.0,2024.0,1.0,0.96,3.76,,
Q1 2024,Oyo,131,298,68,122.0,84.0,0.0,0.0,2.0,36.0,2024.0,1.0,0.519,2.275,,
Q1 2024,Plateau,77,185,15,98.0,48.0,1.0,0.0,0.0,49.0,2024.0,1.0,0.195,2.403,,
Q1 2024,Rivers,15,32,4,21.0,17.0,0.0,0.0,0.0,4.0,2024.0,1.0,0.267,2.133,,
Q1 2024,Sokoto,24,122,41,52.0,41.0,0.0,0.0,0.0,11.0,2024.0,1.0,1.708,5.083,,
Q1 2024,Taraba,38,98,17,38.0,17.0,0.0,0.0,0.0,21.0,2024.0,1.0,0.447,2.579,,
Q1 2024,Yobe,39,234,13,55.0,38.0,0.0,0.0,0.0,17.0,2024.0,1.0,0.333,6.0,,
Q1 2024,Zamfara,13,61,14,16.0,14.0,0.0,0.0,0.0,2.0,2024.0,1.0,1.077,4.692,,
,Nairobi,447,0,447,,,,,,,,,,,2025.0,Jan-Oct 2025
,Kiambu,387,0,387,,,,,,,,,,,2025.0,Jan-Oct 2025
,Nakuru,318,0,318,,,,,,,,,,,2025.0,Jan-Oct 2025
,Machakos,173,0,173,,,,,,,,,,,2025.0,Jan-Oct 2025
,Murang'a,148,0,148,,,,,,,,,,,2025.0,Jan-Oct 2025
,Kisumu,137,0,137,,,,,,,,,,,2025.0,Jan-Oct 2025
,Kilifi,141,0,141,,,,,,,,,,,2021.0,full year
,Meru,158,0,158,,,,,,,,,,,2021.0,full year
,Nyeri,127,0,127,,,,,,,,,,,2021.0,full year
,Kajiado,120,0,120,,,,,,,,,,,2021.0,full year
,Uasin Gishu,110,0,110,,,,,,,,,,,2021.0,full year
,Kirinyaga,110,0,110,,,,,,,,,,,2021.0,full year
,Narok,101,0,101,,,,,,,,,,,2021.0,full year
,Embu,89,0,89,,,,,,,,,,,2021.0,full year
,Kisii,86,0,86,,,,,,,,,,,2021.0,full year
,Homa Bay,85,0,85,,,,,,,,,,,2021.0,full year
,Kericho,80,0,80,,,,,,,,,,,2021.0,full year
,Nyandarua,86,0,86,,,,,,,,,,,2021.0,full year
,Kakamega,131,0,131,,,,,,,,,,,2021.0,full year
,Makueni,155,0,155,,,,,,,,,,,2020.0,FY 2019/2020
